id,title,tags,difficulty
2531,Sequence Pair Weight,"['hashing', 'implementation', 'math']",1600
2532,Parsa's Humongous Tree,"['dfs+and+similar', 'divide+and+conquer', 'dp', 'greedy', 'trees']",1600
2533,Sequence and Swaps,"['dp', 'greedy', 'sortings']",1600
2534,Product 1 Modulo N,"['greedy', 'number+theory']",1600
2535,Advertising Agency,"['combinatorics', 'math', 'sortings']",1600
2536,Zmei Gorynich,"['greedy', 'math']",1600
2537,MEX maximizing,"['data+structures', 'greedy', 'implementation', 'math']",1600
2538,Two Arrays,"['combinatorics', 'dp']",1600
2539,Ciel and Flowers,"['combinatorics', 'math']",1600
2540,Strange Function,"['math', 'number+theory']",1600
2541,Minimal Height Tree,"['graphs', 'greedy', 'shortest+paths', 'trees']",1600
2542,Chocolate Bunny,"['constructive+algorithms', 'interactive', 'math', 'two+pointers']",1600
2543,The Two Routes,"['graphs', 'shortest+paths']",1600
2544,Gerald's Hexagon,"['brute+force', 'geometry', 'math']",1600
2545,Minimize The Integer,"['greedy', 'two+pointers']",1600
2546,Counting Kangaroos is Fun,"['binary+search', 'greedy', 'sortings', 'two+pointers']",1600
2547,Carrying Conundrum,"['bitmasks', 'combinatorics', 'dp', 'math']",1600
2548,Fence Painting,"['brute+force', 'constructive+algorithms', 'greedy']",1600
2549,Equalizing by Division (hard version),"['brute+force', 'math', 'sortings']",1600
2550,Longest Simple Cycle,"['dp', 'graphs', 'greedy']",1600
2551,Add One,"['dp', 'matrices']",1600
2552,Erase and Extend (Easy Version),"['binary+search', 'brute+force', 'dp', 'greedy', 'hashing', 'implementation', 'string+suffix+structures', 'strings', 'two+pointers']",1600
2553,Building a Fence,"['dp', 'greedy', 'implementation', 'two+pointers']",1600
2554,Guessing the Greatest (easy version),"['binary+search', 'interactive']",1600
2555,K for the Price of One (Hard Version),"['dp', 'greedy', 'sortings']",1600
2556,Timofey and a tree,"['dfs+and+similar', 'dp', 'dsu', 'graphs', 'implementation', 'trees']",1600
2557,Min Cost String,"['brute+force', 'constructive+algorithms', 'graphs', 'greedy', 'strings']",1600
2558,PriceFixed,"['binary+search', 'greedy', 'implementation', 'sortings', 'two+pointers']",1600
2559,Alternating Current,"['data+structures', 'greedy', 'implementation']",1600
2560,Remove Adjacent,"['brute+force', 'constructive+algorithms', 'greedy', 'strings']",1600
2561,Replacement,"['constructive+algorithms', 'data+structures', 'implementation']",1600
2562,Functions again,"['dp', 'two+pointers']",1600
2563,Dima and a Bad XOR,"['bitmasks', 'brute+force', 'constructive+algorithms', 'dp']",1600
2564,Modified GCD,"['binary+search', 'number+theory']",1600
2565,Little Pony and Expected Maximum,['probabilities'],1600
2566,Say No to Palindromes,"['brute+force', 'constructive+algorithms', 'dp', 'strings']",1600
2567,Welfare State,"['binary+search', 'brute+force', 'data+structures', 'sortings']",1600
2568,Catch Overflow!,"['data+structures', 'expression+parsing', 'implementation']",1600
2569,Vitaly and Strings,"['constructive+algorithms', 'strings']",1600
2570,Chain Reaction,"['binary+search', 'dp']",1600
2571,Coffee Break,"['binary+search', 'data+structures', 'greedy', 'two+pointers']",1600
2572,MP3,"['sortings', 'two+pointers']",1600
2573,New Year Permutation,"['dfs+and+similar', 'dsu', 'graphs', 'greedy', 'math', 'sortings']",1600
2574,Colorful Graph,"['brute+force', 'dfs+and+similar', 'graphs']",1600
2575,Andryusha and Colored Balloons,"['dfs+and+similar', 'graphs', 'greedy', 'trees']",1600
2576,RGB Substring (hard version),"['data+structures', 'dp', 'implementation', 'two+pointers']",1600
2577,Mind Control,"['brute+force', 'data+structures', 'implementation']",1600
2578,Valera and Elections,"['dfs+and+similar', 'graphs', 'trees']",1600
2579,Guess the K-th Zero (Easy version),"['binary+search', 'interactive']",1600
2580,Basic Diplomacy,"['brute+force', 'constructive+algorithms', 'greedy', 'implementation']",1600
2581,Playlist,"['brute+force', 'data+structures', 'sortings']",1600
2582,p-binary,"['bitmasks', 'brute+force', 'math']",1600
2583,Thor,"['brute+force', 'data+structures', 'implementation']",1600
2584,Permutation by Sum,"['brute+force', 'greedy', 'math']",1600
2585,Rational Resistance,"['math', 'number+theory']",1600
2586,Vasya and Arrays,"['greedy', 'two+pointers']",1600
2587,Planar Reflections,"['brute+force', 'data+structures', 'dp']",1600
2588,Alice and Bob,"['games', 'math', 'number+theory']",1600
2589,Sasha and a Bit of Relax,"['dp', 'implementation']",1600
2590,Sum in the tree,"['constructive+algorithms', 'dfs+and+similar', 'greedy', 'trees']",1600
2591,Compression and Expansion,"['brute+force', 'data+structures', 'greedy', 'implementation', 'trees']",1600
2592,Divide and Summarize,"['binary+search', 'brute+force', 'data+structures', 'divide+and+conquer', 'implementation', 'sortings']",1600
2593,Add on a Tree,['trees'],1600
2594,Military Problem,"['dfs+and+similar', 'graphs', 'trees']",1600
2595,Remove the Substring (easy version),"['greedy', 'implementation']",1600
2596,Stas and the Queue at the Buffet,"['greedy', 'math', 'sortings']",1600
2597,Azamon Web Services,['greedy'],1600
2598,Party Lemonade,"['bitmasks', 'dp', 'greedy']",1600
2599,Working out,['dp'],1600
2600,Weakened Common Divisor,"['brute+force', 'greedy', 'number+theory']",1600
2601,Joty and Chocolate,"['implementation', 'math', 'number+theory']",1600
2602,Hard Process,"['binary+search', 'dp', 'two+pointers']",1600
2603,Secret Santa,"['constructive+algorithms', 'flows', 'graphs', 'greedy', 'math']",1600
2604,Alternative Thinking,"['dp', 'greedy', 'math']",1600
2605,New Year and Permutation,"['combinatorics', 'math']",1600
2606,Tennis Championship,"['combinatorics', 'constructive+algorithms', 'greedy', 'math']",1600
2607,Vova and Trophies,['greedy'],1600
2608,Radio Towers,"['combinatorics', 'dp', 'math']",1600
2609,Star sky,"['dp', 'implementation']",1600
2610,To Add or Not to Add,"['binary+search', 'sortings', 'two+pointers']",1600
2611,Anton and Fairy Tale,"['binary+search', 'math']",1600
2612,Make It Equal,['greedy'],1600
2613,Standard Free2play,"['dp', 'greedy', 'math']",1600
2614,Sorting Railway Cars,"['constructive+algorithms', 'greedy']",1600
2615,Walking Between Houses,"['constructive+algorithms', 'greedy']",1600
2616,Save the Nature,"['binary+search', 'greedy']",1600
2617,Destroying Array,"['data+structures', 'dsu']",1600
2618,Born This Way,"['binary+search', 'brute+force', 'two+pointers']",1600
2619,Producing Snow,"['binary+search', 'data+structures']",1600
2620,Sequence Transformation,"['constructive+algorithms', 'math']",1600
2621,New Reform,"['data+structures', 'dfs+and+similar', 'dsu', 'graphs', 'greedy']",1600
2622,The Meeting Place Cannot Be Changed,['binary+search'],1600
2623,Cave Painting,"['brute+force', 'number+theory']",1600
2624,Seating Arrangements (hard version),"['data+structures', 'greedy', 'implementation', 'sortings', 'two+pointers']",1600
2625,Character Swap (Hard Version),['strings'],1600
2626,Booking System,"['binary+search', 'dp', 'greedy', 'implementation']",1600
2627,Minimum Value Rectangle,['greedy'],1600
2628,Coins and Queries,['greedy'],1600
2629,Cutting Out,"['binary+search', 'sortings']",1600
2630,New Year and Rating,"['binary+search', 'greedy', 'math']",1600
2631,Two Arrays and Sum of Functions,"['greedy', 'math', 'sortings']",1600
2632,Circular Dance,['implementation'],1600
2633,Gardener and Tree,"['brute+force', 'data+structures', 'dfs+and+similar', 'greedy', 'implementation', 'trees']",1600
2634,Maximal Intersection,"['greedy', 'math', 'sortings']",1600
2635,Alyona and the Tree,"['dfs+and+similar', 'dp', 'graphs', 'trees']",1600
2636,Lakes in Berland,"['dfs+and+similar', 'dsu', 'graphs', 'greedy', 'implementation']",1600
2637,Bear and Forgotten Tree 3,"['constructive+algorithms', 'graphs', 'trees']",1600
2638,Polygon for the Angle,"['brute+force', 'geometry']",1600
2639,Cows and Sequence,"['constructive+algorithms', 'data+structures', 'implementation']",1600
2640,Bombs,"['greedy', 'implementation', 'sortings']",1600
2641,Electrification,"['binary+search', 'brute+force', 'greedy']",1600
2642,League of Leesins,"['constructive+algorithms', 'implementation']",1600
2643,Longest k-Good Segment,"['binary+search', 'data+structures', 'two+pointers']",1600
2644,Merge Equals,"['data+structures', 'implementation']",1600
2645,Alyona and Spreadsheet,"['binary+search', 'data+structures', 'dp', 'greedy', 'implementation', 'two+pointers']",1600
2646,Socks,"['dfs+and+similar', 'dsu', 'graphs', 'greedy']",1600
2647,Spanning Tree with Maximum Degree,['graphs'],1600
2648,Love Rescue,"['dfs+and+similar', 'dsu', 'graphs', 'greedy', 'strings']",1600
2649,Anya and Smartphone,"['constructive+algorithms', 'data+structures', 'implementation']",1600
2650,Color Stripe,"['brute+force', 'dp', 'greedy']",1600
2651,Vasya and Basketball,"['binary+search', 'brute+force', 'data+structures', 'implementation', 'sortings', 'two+pointers']",1600
2652,Cat Party (Hard Edition),"['data+structures', 'implementation']",1600
2653,Long Path,"['dp', 'implementation']",1600
2654,Tourist's Notes,"['binary+search', 'brute+force', 'greedy', 'implementation', 'math']",1600
2655,Nastya Studies Informatics,"['math', 'number+theory']",1600
2656,New Year Book Reading,"['constructive+algorithms', 'greedy', 'implementation', 'math']",1600
2657,The Phone Number,"['constructive+algorithms', 'greedy']",1600
2658,Optimal Subsequences (Easy Version),"['data+structures', 'greedy']",1600
2659,Heap Operations,"['constructive+algorithms', 'data+structures', 'greedy']",1600
2660,Plasticine zebra,"['constructive+algorithms', 'implementation']",1600
2661,Diagonal Walking v.2,['math'],1600
2662,Fair,"['graphs', 'greedy', 'number+theory', 'shortest+paths']",1600
2663,Plus and Square Root,"['constructive+algorithms', 'math']",1600
2664,Ilya and Sticks,"['greedy', 'math', 'sortings']",1600
2665,Arpa's loud Owf and Mehrdad's evil plan,"['dfs+and+similar', 'math']",1600
2666,Modular Equations,"['math', 'number+theory']",1600
2667,Memory and De-Evolution,"['greedy', 'math']",1600
2668,Connect Three,"['implementation', 'math']",1600
2669,Slava and tanks,['constructive+algorithms'],1600
2670,Dreamoon and Sums,['math'],1600
2671,Code For 1,"['constructive+algorithms', 'dfs+and+similar', 'divide+and+conquer']",1600
2672,Kuro and Walking Route,"['dfs+and+similar', 'trees']",1600
2673,Really Big Numbers,"['binary+search', 'brute+force', 'dp', 'math']",1600
2674,Multi-Subject Competition,"['greedy', 'sortings']",1600
2675,Bear and Blocks,"['binary+search', 'data+structures', 'dp', 'math']",1600
2676,An impassioned circulation of affection,"['brute+force', 'dp', 'strings', 'two+pointers']",1600
2677,Banh-mi,"['greedy', 'implementation', 'math']",1600
2678,Mike and Shortcuts,"['dfs+and+similar', 'graphs', 'greedy', 'shortest+paths']",1600
2679,Anton and Making Potions,"['binary+search', 'dp', 'greedy', 'two+pointers']",1600
2680,Fight Against Traffic,"['dfs+and+similar', 'graphs', 'shortest+paths']",1600
2681,Three-level Laser,"['binary+search', 'greedy', 'two+pointers']",1600
2682,Cram Time,['greedy'],1600
2683,Plate Game,"['constructive+algorithms', 'games', 'math']",1600
2684,Almost Identity Permutations,"['combinatorics', 'dp', 'math']",1600
2685,Round Table Knights,"['dp', 'math', 'number+theory']",1600
2686,Short Program,"['bitmasks', 'constructive+algorithms']",1600
2687,Milking cows,"['data+structures', 'greedy']",1600
2688,Zebras,['greedy'],1600
2689,From Y to Y,['constructive+algorithms'],1600
2690,"Sagheer, the Hausmeister","['bitmasks', 'brute+force', 'dp']",1600
2691,Arpa's weak amphitheater and Mehrdad's valuable Hoses,"['dfs+and+similar', 'dp', 'dsu']",1600
2692,Primes on Interval,"['binary+search', 'number+theory', 'two+pointers']",1600
2693,DMCA,"['*special', 'implementation', 'number+theory']",1600
2694,"Vupsen, Pupsen and 0","['constructive+algorithms', 'math']",1600
2695,Permutation Game,"['brute+force', 'dp', 'games']",1600
2696,Decorate Apple Tree,"['constructive+algorithms', 'dfs+and+similar', 'dp', 'graphs', 'greedy', 'sortings', 'trees']",1600
2697,Maximum Submatrix 2,"['data+structures', 'dp', 'implementation', 'sortings']",1600
2698,Primes or Palindromes?,"['brute+force', 'implementation', 'math', 'number+theory']",1600
2699,Watering Flowers,['implementation'],1600
2700,Luba And The Ticket,"['brute+force', 'greedy', 'implementation']",1600
2701,Fifa and Fafa,['geometry'],1600
2702,Longtail Hedgehog,"['dp', 'graphs']",1600
2703,Magic Formulas,['math'],1600
2704,Quiz,"['binary+search', 'greedy', 'math', 'matrices', 'number+theory']",1600
2705,Marlin,['constructive+algorithms'],1600
2706,Jamie and Interesting Graph,"['constructive+algorithms', 'graphs', 'shortest+paths']",1600
2707,Polycarpus' Dice,['math'],1600
2708,Unusual Product,"['implementation', 'math']",1600
2709,Nastya and a Wardrobe,['math'],1600
2710,Camp Schedule,"['greedy', 'hashing', 'strings']",1600
2711,Polycarp at the Radio,['greedy'],1600
2712,Matrix,"['combinatorics', 'data+structures', 'implementation']",1600
2713,Convenient For Everybody,"['binary+search', 'two+pointers']",1600
2714,Day at the Beach,['sortings'],1600
2715,The Labyrinth,['dfs+and+similar'],1600
2716,Triangle,"['brute+force', 'geometry', 'implementation', 'math']",1600
2717,Maximum Subrectangle,"['binary+search', 'implementation', 'two+pointers']",1600
2718,Perfect Pair,['brute+force'],1600
2719,Hometask,"['brute+force', 'constructive+algorithms', 'greedy', 'math']",1600
2720,Anya and Ghosts,"['constructive+algorithms', 'greedy']",1600
2721,Find Maximum,"['implementation', 'math', 'number+theory']",1600
2722,"Hacker, pack your bags!","['binary+search', 'greedy', 'implementation', 'sortings']",1600
2723,Petya and Exam,"['implementation', 'strings']",1600
2724,Extract Numbers,"['implementation', 'strings']",1600
2725,s-palindrome,"['implementation', 'strings']",1600
2726,Block Towers,"['brute+force', 'greedy', 'math', 'number+theory']",1600
2727,Rectangles,"['geometry', 'implementation', 'sortings']",1600
2728,Divisible by Seven,"['math', 'number+theory']",1600
2729,Squares and not squares,"['constructive+algorithms', 'greedy']",1600
2730,Shockers,"['implementation', 'strings']",1600
2731,Kostya the Sculptor,"['data+structures', 'hashing']",1600
2732,Multi-judge Solving,"['greedy', 'implementation']",1600
2733,Skyscrapers,"['implementation', 'sortings']",1600
2734,Subway,"['dfs+and+similar', 'graphs']",1600
2735,The Robot,"['brute+force', 'implementation']",1600
2736,Anton and Lines,"['geometry', 'sortings']",1600
2737,Restaurant,"['dp', 'greedy', 'sortings']",1600
2738,Constellation,"['geometry', 'implementation']",1600
2739,Magic Box,"['brute+force', 'geometry']",1600
2740,Igor and his way to work,"['dfs+and+similar', 'graphs', 'implementation', 'shortest+paths']",1600
2741,Permutation Cycle,"['brute+force', 'constructive+algorithms']",1600
2742,Strange Addition,"['brute+force', 'constructive+algorithms', 'implementation']",1600
2743,Divisibility,['math'],1600
2744,Secrets,['greedy'],1600
2745,Divide Candies,"['math', 'number+theory']",1600
2746,Tourist Problem,"['combinatorics', 'implementation', 'math']",1600
2747,The Same Calendar,['implementation'],1600
2748,Two Squares,"['geometry', 'implementation']",1600
2749,Road Map,"['dfs+and+similar', 'graphs']",1600
2750,Undoubtedly Lucky Numbers,"['bitmasks', 'brute+force', 'dfs+and+similar']",1600
2751,Five-In-a-Row,"['brute+force', 'implementation']",1600
2752,Flag of Berland,"['brute+force', 'implementation']",1600
2753,Tram,"['constructive+algorithms', 'implementation', 'math']",1600
2754,Hometask,['greedy'],1600
2755,The Brand New Function,['bitmasks'],1600
2756,Alena And The Heater,"['binary+search', 'implementation']",1600
2757,Quantity of Strings,"['combinatorics', 'dfs+and+similar', 'graphs', 'math']",1600
2758,Tell Your World,"['brute+force', 'geometry']",1600
2759,Polycarp's phone book,"['data+structures', 'implementation', 'sortings']",1600
2760,Ancient Prophesy,"['brute+force', 'implementation', 'strings']",1600
2761,Lonely Numbers,"['binary+search', 'math', 'number+theory', 'two+pointers']",1600
2762,Magical Boxes,"['greedy', 'math']",1600
2763,Fish Weight,"['constructive+algorithms', 'greedy']",1600
2764,Alarm Clock,['greedy'],1600
2765,Preparing for Merge Sort,"['binary+search', 'data+structures']",1600
